Gene_name,gene_expression,copy_number
EXT1,6.13401553006,1.2717290466600002
SOCS1,0.356143810225,0.976888143158
SS18L1,3.31903981556,1.1365577427
TERT,2.61117238004,1.11995647251
FANCD2,4.547819956580001,0.9636205689120001
HOXC13,0.0,1.02883247456
CCND3,4.88655014732,1.16774404703
MAFB,0.0285691521968,1.1365577427
EED,5.209843230530001,1.10651299673
CD74,0.545968369105,1.11742088066
VHL,4.5496691707300005,0.9636205689120001
CYSLTR2,0.0,0.940528673684
BCR,2.60880924268,0.742848488779
IL7R,1.89530262133,1.1470015690000002
HOOK3,3.0721058004799997,1.03179276966
PREX2,0.0,1.10490701812
CBFA2T3,0.0,0.9352228941390001
PRKACA,4.18269229752,0.738832403036
TSC1,3.7344386661400004,1.0231833296600001
PAFAH1B2,5.63981097772,1.11995647251
KMT2C,3.2509615735299997,0.9476843535510001
PTPRK,4.3284056589599995,0.9635718466230001
BCL2,2.39231742278,0.9695776821809999
CPEB3,0.555816155062,0.9752657321729999
FH,6.64875303299,1.00867593135
CIC,5.016139702659999,0.98310015745
ETV4,4.83995958749,1.21546921615
NKX2-1,0.0,0.9435495426430001
MSH6,4.88068552526,1.02608157588
RARA,4.64789009106,1.2017968638
EPAS1,3.5570424152599998,1.34978726806
BRAF,3.5921580021300006,0.9532334619230001
IRF4,0.042644337408499995,1.13606717149
FAM135B,0.0,1.3460836779299998
SDHC,7.031880365589999,0.963084718987
ERBB2,0.495695162624,1.2017968638
CNBD1,0.0,1.13367082767
PRKAR1A,6.9617390725999995,1.1796577264
NF1,4.26077843189,1.2017968638
RBM10,4.684257705059999,0.647057482336
RHOA,8.335747634299999,0.954539614135
KNSTRN,6.01591677211,0.966547075387
SLC45A3,2.55090066465,0.974430680949
BARD1,2.99457972422,0.9987005857089999
PRDM16,0.0976107966264,0.737070600186
CRNKL1,4.45220004941,1.20825196653
CCR7,0.0285691521968,1.21165827263
RET,0.0285691521968,0.974774464939
ZNF429,0.0,0.984434882005
ZMYM2,5.03165985431,0.96298731424
CTCF,4.51853513898,0.952605023882
CD274,4.640967910450001,1.10410461077
ITK,0.0976107966264,1.11742088066
LEF1,1.19534759832,0.7264486590260001
STAT3,5.557348817519999,1.18889695355
MTOR,4.01970191444,0.737070600186
GMPS,5.82068956056,0.96747510221
CBLC,0.042644337408499995,0.991922738574
MUTYH,3.8124982253300006,1.0
BCL9L,6.06004738367,1.1224417986
MAP2K2,6.66916853282,0.995008664322
HNF1A,0.464668267003,1.06960196326
CYLD,3.31903981556,0.919386229559
RNF213,5.7933757112599995,1.18766237044
PML,4.815063017190001,0.979793519162
CUL3,5.90255600534,0.9987005857089999
RAD17,3.7782085764,1.1661910453
FKBP9,5.17072627613,0.9436455556960001
EML4,4.52481592836,1.0406058335200001
BRD4,4.73389660525,0.984434882005
DEK,7.15956864173,1.17709023347
PAX8,0.2750070475,1.02557270453
BRIP1,2.9030382701099997,1.17352408799
STAT5B,4.121015400959999,1.18889695355
TSHR,0.22650852980900002,0.9435495426430001
JAK2,2.69376571222,1.10410461077
FIP1L1,5.38956681176,0.723999060546
BMPR1A,2.63923216325,0.966547075387
HMGA1,10.4382720561,1.16774404703
MAP3K1,1.66902676551,1.13835769481
AXIN2,0.62293035092,1.1796577264
KAT6A,3.95605665241,1.03179276966
SALL4,1.9523335663699999,1.1365577427
FGFR1,6.730096465599999,1.17837352779
PPP6C,5.0904300423199995,1.0212542925299999
TFE3,5.08406426479,0.647057482336
LRIG3,2.94298359819,1.0686598541399999
NFKB2,4.92599941856,0.9752657321729999
TEC,0.2750070475,0.723999060546
ELF3,0.8479969065549999,0.974430680949
EPS15,4.38818953716,1.0
USP6,0.0143552929771,0.955217375063
ARHGEF10,4.63923216325,1.19728018371
ATIC,7.75181181986,0.9987005857089999
HIF1A,5.47248777146,0.9435495426430001
SRSF3,7.51017075115,1.16774404703
ARHGAP5,3.7570232465099997,0.9435495426430001
RPL22,9.11787682243,0.737070600186
TFPT,5.5004834014699995,1.01725193269
PDCD1LG2,2.98913900737,1.10410461077
GNAS,9.52414989129,1.1365577427
CEP89,3.69599381311,0.928988527378
ARID1B,3.93357263826,0.9528466962019999
PLAG1,2.93168305706,1.08734372721
RAC1,7.56681515401,0.944942409261
HOXA11,1.48026512205,0.9436455556960001
RANBP17,0.978195629682,1.13203886525
STAG1,3.8738131983599997,0.96747510221
GRM3,0.0285691521968,0.9363682841650001
SPECC1,0.12432813500199999,1.18234070518
NBN,4.71918344048,1.13367082767
NFIB,3.0321008431700003,1.10410461077
USP44,0.0143552929771,1.0779482532100002
SLC34A2,0.0840642647885,0.723999060546
ARID1A,4.7322691995,1.0
COX6C,8.89696807908,1.04096558964
EP300,3.29572302454,0.742848488779
SUZ12,4.74254523387,1.2017968638
TPM3,9.711133499319999,0.963084718987
ID3,6.952915932280001,1.0
FOXL2,0.0,0.96747510221
BIRC3,4.590362488459999,1.12742337725
LATS1,2.96532254837,0.9528466962019999
HMGA2,5.471512648049999,1.0686598541399999
ZNRF3,1.9030382701099997,0.742848488779
MDM2,5.27015513877,1.0686598541399999
DDX5,8.61124616575,1.22580258144
ASXL2,3.21878116778,1.04348625803
EIF1AX,5.47476049958,0.647057482336
ELF4,3.7246502717300003,1.06083073483
STK11,5.78083500174,0.995008664322
MYC,7.602735975669999,1.2717290466600002
PBRM1,3.56803210477,0.96186765751
NCKIPSD,3.51979348624,0.954539614135
PAX7,0.0,0.728666675258
BAZ1A,4.740927560319999,0.9435495426430001
HOXD13,3.60169651648,1.00696674031
CLIP1,5.06436554026,1.06960196326
BCL7A,4.59574233947,1.06960196326
STAT6,7.0694229138499995,1.0686598541399999
CHCHD7,5.9420452599199995,1.08734372721
