Gene_name,gene_expression,copy_number
EXT1,1.65535182861,1.22191390985
SOCS1,0.992768430769,1.0040556846700002
SS18L1,3.8943327422800005,0.969969213188
TERT,2.51853513898,1.0073687226899999
FANCD2,6.05093696523,0.9735961303640001
HOXC13,0.0143552929771,1.01644264494
CCND3,6.994579724219999,1.29062094599
MAFB,0.831877241192,0.969969213188
EED,4.7054250390400005,0.980434497565
CD74,6.49473560486,0.952798358276
VHL,5.29902480738,0.9735961303640001
CYSLTR2,0.0143552929771,0.911352825323
BCR,4.85049941376,1.00185118615
IL7R,0.356143810225,1.0073687226899999
HOOK3,2.74200621087,1.18133412678
PREX2,0.0,1.25917245683
CBFA2T3,4.38681094647,0.979990712101
PRKACA,4.21256933885,1.0141689012000001
TSC1,3.54966917073,0.981075768768
PAFAH1B2,4.51979348624,0.9435015387119999
KMT2C,4.2727697324400005,0.986810844471
PTPRK,3.0478873294,1.22654689732
BCL2,5.3936907641900005,0.930889004413
CPEB3,0.7739963251109999,0.825259781218
FH,6.988230223060001,1.53297570061
CIC,4.56071495447,1.02486057567
ETV4,2.124328135,1.02475887069
NKX2-1,0.0285691521968,0.9867117663299999
MSH6,5.4944156104,0.95739819048
RARA,4.5397791917,1.01139464602
EPAS1,3.7655347463599997,0.95739819048
BRAF,3.5704629310300002,0.985473874366
IRF4,0.21412480535300002,0.541883298678
FAM135B,0.887525270742,1.28926157174
SDHC,7.39857269573,1.26921150311
ERBB2,1.80322703643,1.01139464602
CNBD1,0.0,1.25917245683
PRKAR1A,6.42425028608,0.954733225492
NF1,3.9068905956099997,1.00145072867
RBM10,5.30815697511,0.892804406957
RHOA,8.795033103789999,0.983890952862
KNSTRN,5.54163873444,0.97964564265
SLC45A3,2.24792751344,1.23492581695
BARD1,3.3881895371599997,0.952701687617
PRDM16,0.0,0.987009021544
CRNKL1,2.9202933002099996,0.6258351593020001
CCR7,0.0565835283664,1.0181629116
RET,5.5166455577799995,0.8077139098530001
ZNF429,3.15055967658,1.0141689012000001
ZMYM2,4.89141918685,1.0855448575
CTCF,5.18308946064,1.07363842018
CD274,0.34482849699699997,1.2659959242299998
ITK,0.0143552929771,0.952798358276
LEF1,2.1440463696200003,0.950045957643
STAT3,5.35966172233,1.02475887069
MTOR,5.02635744696,0.977823114382
GMPS,6.0593985439699996,0.969284106673
CBLC,0.042644337408499995,1.02486057567
MUTYH,5.037382222,1.30158725159
BCL9L,2.88752527074,1.24149336493
MAP2K2,6.35438163211,1.02450463856
HNF1A,0.454175893186,1.0196824572399998
CYLD,3.28540221886,0.9641566283759999
RNF213,4.5927560104400005,1.0192770926
PML,4.341985747230001,0.974136076518
CUL3,5.61970645005,0.990233284672
RAD17,4.44028782084,0.9837920791779999
FKBP9,5.08491465977,0.9730563938160001
EML4,3.8943327422800005,0.95739819048
BRD4,5.11519974939,1.0141689012000001
DEK,5.9795681001,0.5549110787529999
PAX8,1.36176835942,0.9952079850409999
BRIP1,2.93922657773,0.991276534378
STAT5B,4.44294349585,1.02475887069
TSHR,0.356143810225,0.9867117663299999
JAK2,3.5434958834300003,1.2659959242299998
FIP1L1,6.20261362015,0.9729582824169999
BMPR1A,1.16349873228,0.816062920151
HMGA1,8.632595402569999,1.28265468294
MAP3K1,4.32624970084,0.971340444701
AXIN2,0.0976107966264,1.018061664
KAT6A,4.431622959709999,1.18133412678
SALL4,2.9541963103900004,0.969969213188
FGFR1,4.952333566369999,1.34650836756
PPP6C,5.28577209325,0.9971528150419999
TFE3,4.25550073315,0.892804406957
LRIG3,1.0285691522,1.02389465816
NFKB2,2.7739963251099997,0.822214619453
TEC,4.1001366712900005,0.9729582824169999
ELF3,0.731183241572,1.23492581695
EPS15,4.71808758396,1.26301875671
USP6,0.0976107966264,0.521054584897
ARHGEF10,4.32768736418,1.40775756437
ATIC,7.057775166910001,0.952701687617
HIF1A,4.731183241569999,0.9867117663299999
SRSF3,7.74463204786,1.29062094599
ARHGAP5,0.111031312389,0.9867117663299999
RPL22,10.2526654325,0.977823114382
TFPT,5.2498245486199995,1.0230309463
PDCD1LG2,0.22650852980900002,1.2659959242299998
GNAS,8.97444327133,0.969969213188
CEP89,3.13750352375,0.935556863338
ARID1B,4.76288029292,1.25121192185
PLAG1,0.731183241572,1.2341782837200002
RAC1,7.746514321139999,0.9684037542720001
HOXA11,4.68873986801,0.9730563938160001
RANBP17,2.17312743348,0.952798358276
STAG1,3.017921908,0.969284106673
GRM3,0.042644337408499995,0.938040430187
SPECC1,4.0329824167,0.624112474759
NBN,4.5533605033399995,1.25917245683
NFIB,0.042644337408499995,1.3646630631999999
USP44,0.8155754288629999,1.0083741638400001
SLC34A2,0.0565835283664,0.9729582824169999
ARID1A,5.952799477899999,0.984335970204
COX6C,9.561917972189999,1.25917245683
EP300,4.55581615506,1.00185118615
SUZ12,5.44658708531,1.00145072867
TPM3,10.1190708057,1.26921150311
ID3,3.91456452349,0.9704587828360001
FOXL2,1.42223300068,0.969284106673
BIRC3,0.32192809488699997,0.923114621758
LATS1,3.88166461932,1.25121192185
HMGA2,0.13750352375,1.02389465816
ZNRF3,2.22342254993,1.00185118615
MDM2,4.52230689287,1.02389465816
DDX5,8.321161459489998,1.12395638922
ASXL2,3.8855743643699996,0.9816679713009999
EIF1AX,6.20398416586,0.871760541828
ELF4,4.95605665241,0.892804406957
STK11,5.79753183957,1.02450463856
MYC,7.299299615160001,1.22191390985
PBRM1,4.13175409098,0.976888143158
NCKIPSD,4.84247606299,0.983890952862
PAX7,0.0,0.9704587828360001
BAZ1A,6.78711898281,0.9867117663299999
HOXD13,0.0143552929771,0.9481178060619999
CLIP1,3.5033487351699995,1.0196824572399998
BCL7A,4.39848719002,1.0196824572399998
STAT6,6.835292504380001,1.02389465816
CHCHD7,6.38422253293,1.2341782837200002
RGS7,0.0285691521968,1.53297570061
SKI,4.94813357784,0.987009021544
JAK3,0.12432813500199999,1.0141689012000001
MDS2,0.0,0.9704587828360001
ACKR3,0.887525270742,1.3449919910400001
RUNX1T1,0.18903382439,1.25917245683
SEPT6,4.79545527204,0.892804406957
CDKN1B,4.14404636962,0.573389923244
CNBP,8.09344397504,0.973350769586
ATRX,3.7169908944,0.892804406957
ELL,3.70043971814,1.0141689012000001
CLTCL1,6.007868243330001,0.990332608863
FLT3,4.6099912952099995,0.953281815428
FBXW7,4.049630767719999,0.950045957643
FGFR2,0.0703893278914,0.822214619453
LARP4B,4.63807383718,0.8077139098530001
FAT3,0.0143552929771,0.980434497565
