Gene_name,gene_expression,copy_number
EXT1,5.384049806799999,1.0367053714499999
SOCS1,0.823749360308,0.931079204235
SS18L1,4.2102329901,1.3196118356
TERT,1.7311832415700001,1.09418700375
FANCD2,5.903279342059999,1.09769932246
HOXC13,4.17871464118,1.14793416034
CCND3,5.6530600171000005,0.8541144149600001
MAFB,0.0285691521968,1.3196118356
EED,4.368768349090001,0.648106268992
CD74,10.498051366,0.899466917685
VHL,5.27872821294,1.09769932246
CYSLTR2,0.0143552929771,0.852640923594
BCR,4.20398416586,1.2151845539
IL7R,3.33913738492,1.11435090612
HOOK3,2.84599177066,0.813215356857
PREX2,0.0143552929771,1.03916765751
CBFA2T3,0.042644337408499995,1.10314223411
PRKACA,6.078951341390001,0.868047448807
TSC1,3.4369613378300006,0.977527792746
PAFAH1B2,5.1321655254800005,0.822301508242
KMT2C,4.24107745818,1.18161367636
PTPRK,4.48284828307,0.65628920204
BCL2,2.64385618977,1.0406058335200001
CPEB3,0.378511623254,0.8890724431999999
FH,7.247832596169999,1.26605434385
CIC,5.011674533380001,0.868047448807
ETV4,5.04614178164,0.833523442163
NKX2-1,0.0,0.874530213029
MSH6,5.839707698350001,1.06745686334
RARA,4.50906238636,0.857022203556
EPAS1,3.00180224263,1.06745686334
BRAF,3.7409275603199994,1.22031497347
IRF4,0.111031312389,0.819827846895
FAM135B,1.43829285158,1.0367053714499999
SDHC,7.908272516289999,1.21854627542
ERBB2,5.57228336665,0.857022203556
CNBD1,0.0,1.09700690763
PRKAR1A,8.33521168171,1.18676501076
NF1,2.9855004302999997,1.04076000432
RBM10,5.387155717660001,1.05459546308
RHOA,9.00419237072,1.03588549608
KNSTRN,6.53853816363,1.0623934454000001
SLC45A3,2.9927684307700004,1.2279790797
BARD1,3.8489984304,1.0665682841600002
PRDM16,0.0285691521968,0.8542931467460001
CRNKL1,4.71094415458,1.37103338103
CCR7,0.042644337408499995,0.8676406174200001
RET,0.0285691521968,0.856663931146
ZNF429,2.6553518286099997,0.868047448807
ZMYM2,3.2898344651800002,1.15067995082
CTCF,5.209843230530001,0.929178450626
CD274,2.2509615735299997,1.0640098818100001
ITK,0.0,0.899466917685
LEF1,5.85174904142,0.8735305780850001
STAT3,5.192194165280001,0.848587321892
MTOR,4.78555055174,0.8542931467460001
GMPS,6.0459234396,1.01315947468
CBLC,0.0285691521968,0.868047448807
MUTYH,4.44028782084,1.0632275276
BCL9L,4.994127113999999,0.8363795277600001
MAP2K2,6.450881315269999,0.8685448760369999
HNF1A,0.757023246507,0.834708940292
CYLD,3.7739963251099997,0.865157446992
RNF213,6.15015345525,1.5488588762200002
PML,4.90640961709,1.05552916546
CUL3,5.862699340980001,1.0665682841600002
RAD17,4.31686980506,1.0074692356200001
FKBP9,7.53954658024,1.40694766811
EML4,4.32768736418,1.06745686334
BRD4,4.705977901680001,0.868047448807
DEK,7.419370342530001,0.843396374194
PAX8,3.3645724323,1.1031956848200002
BRIP1,3.7366048753099994,1.27155330316
STAT5B,4.080657663349999,0.848587321892
TSHR,0.0840642647885,0.808528772138
JAK2,2.68706068834,1.0640098818100001
FIP1L1,5.7863349804199995,0.872713313551
BMPR1A,2.9504684141500004,0.8520609694589999
HMGA1,8.71362708726,0.8541144149600001
MAP3K1,3.5545888516800006,1.0261324725399998
AXIN2,1.83995958749,1.18676501076
KAT6A,3.7792597203699994,0.813215356857
SALL4,0.21412480535300002,1.3196118356
FGFR1,5.21101219349,0.813215356857
PPP6C,5.5936525584000005,1.0145728658700002
TFE3,5.27872821294,1.05459546308
LRIG3,4.68985823632,1.15579852935
NFKB2,3.8063240573900003,0.8662855171189999
TEC,0.042644337408499995,0.872713313551
ELF3,0.516015147004,1.2279790797
EPS15,4.63633460244,1.03983521326
USP6,0.13750352375,0.838537346783
ARHGEF10,4.62527048937,0.8593087692370001
ATIC,7.375560793169999,1.0665682841600002
HIF1A,7.79324563913,0.8743938501970001
SRSF3,7.39334755138,0.8541144149600001
ARHGAP5,4.69655030108,0.874530213029
RPL22,8.91728256098,0.8542931467460001
TFPT,4.3219280948900005,0.858725495698
