Gene_name,gene_expression,copy_number
EXT1,3.04963076772,1.23605686095
SOCS1,0.0565835283664,1.24230892715
SS18L1,3.2265085298100002,0.9398425043459999
TERT,1.90689059561,0.9271477069840001
FANCD2,4.38266725275,0.9325570471410001
HOXC13,2.3476656563,0.9287649282070001
CCND3,4.12680770314,0.9320139625570001
MAFB,0.0,0.9398425043459999
EED,5.2106226444,1.24260106482
CD74,1.08406426479,0.9271477069840001
VHL,4.79908730607,0.9325570471410001
CYSLTR2,0.0,1.48295242467
BCR,5.77505054148,0.933672956289
IL7R,0.042644337408499995,0.9271477069840001
HOOK3,2.8678964639899998,1.23605686095
PREX2,0.0143552929771,1.23605686095
CBFA2T3,0.0565835283664,0.922354382526
PRKACA,4.97361127552,0.936362554737
TSC1,2.9107326619,0.933643891563
PAFAH1B2,5.5879649888800005,1.23471877909
KMT2C,3.41548827105,1.27914686525
PTPRK,4.0950804919,0.9320139625570001
BCL2,0.422233000683,0.911160362966
CPEB3,0.53605290024,0.929286719252
FH,5.903038270110001,1.18397085729
CIC,4.27426166126,0.936362554737
ETV4,4.68088692072,0.939150948668
NKX2-1,0.0143552929771,1.45152582211
MSH6,3.88166461932,0.922530109709
RARA,3.27052894238,0.939150948668
EPAS1,3.83289001416,0.922530109709
BRAF,3.22804904788,1.23075537076
IRF4,0.111031312389,0.9284336351970001
FAM135B,0.0,1.23605686095
SDHC,7.42693561965,1.18397085729
ERBB2,6.01480160235,0.939150948668
CNBD1,0.0,1.23605686095
PRKAR1A,6.007644030880001,0.939150948668
NF1,4.04614178164,0.939150948668
RBM10,4.531693360859999,0.942838301556
RHOA,7.32156737604,0.5177844033569999
KNSTRN,4.827819024619999,0.91725834154
SLC45A3,4.8349134297,1.18397085729
BARD1,2.7570232465099997,0.9172795135690001
PRDM16,2.74631276643,0.956302982931
CRNKL1,3.3645724323,0.9398425043459999
CCR7,0.0703893278914,0.939150948668
RET,0.0976107966264,0.929286719252
ZNF429,0.863938450424,0.936362554737
ZMYM2,5.69041709553,1.47297008942
CTCF,4.79856900356,0.922354382526
CD274,0.6959938131100001,0.9252356349590001
ITK,0.0,0.9271477069840001
LEF1,3.0976107966299997,0.932231454953
STAT3,4.56010351346,0.939150948668
MTOR,4.558879853480001,0.956302982931
GMPS,4.89578731646,0.9294567381209999
CBLC,4.96162332829,0.936362554737
MUTYH,4.48800077083,0.936612762952
BCL9L,6.08470210801,1.23471877909
MAP2K2,6.741062435750001,1.2706689573899999
HNF1A,3.79181407116,0.932724158747
CYLD,1.8718436485099998,0.922354382526
RNF213,4.5668151540099995,0.939150948668
PML,5.29535569289,1.8830309763599997
CUL3,5.55673594791,0.9172795135690001
RAD17,3.6881803585900004,0.9271477069840001
FKBP9,6.15603249889,1.23075537076
EML4,4.91790907385,0.922530109709
BRD4,4.4776773275699995,0.936362554737
DEK,6.43746079951,0.9284336351970001
PAX8,5.2326607567900005,0.915278187628
BRIP1,2.5033487351700003,0.939150948668
STAT5B,3.82068956056,0.939150948668
TSHR,0.0976107966264,1.4551919627399998
JAK2,1.21412480535,0.9252356349590001
FIP1L1,5.87036471958,0.932231454953
BMPR1A,2.63691458036,0.929286719252
HMGA1,8.66288196045,0.9320139625570001
MAP3K1,3.6576400052099998,0.9271477069840001
AXIN2,5.763145958150001,0.939150948668
KAT6A,3.98276546258,1.23605686095
SALL4,0.0703893278914,0.9398425043459999
FGFR1,7.007756141460001,1.23605686095
PPP6C,4.56803210477,0.933643891563
TFE3,4.15137177625,0.942838301556
LRIG3,1.36737106565,0.9287649282070001
NFKB2,3.08915913191,0.929286719252
TEC,1.13093086983,0.932231454953
ELF3,8.192243490720001,1.18397085729
EPS15,3.64038956005,0.936612762952
USP6,0.17632277264000001,0.947139846983
ARHGEF10,2.36176835942,1.21456129198
ATIC,7.265099287510001,0.9172795135690001
HIF1A,5.48864353985,1.45143003475
SRSF3,7.136786096439999,0.9320139625570001
ARHGAP5,6.84974911728,1.5041876843700002
RPL22,9.376711466849999,0.956302982931
TFPT,4.25323293854,0.936362554737
PDCD1LG2,0.0,0.9252356349590001
GNAS,7.945034087919999,0.9398425043459999
CEP89,2.7355221773,0.936362554737
ARID1B,3.67468661993,0.9320139625570001
PLAG1,0.356143810225,1.23605686095
RAC1,7.4968937130299995,0.959145852688
HOXA11,2.89917563048,1.23075537076
RANBP17,2.1602748314099998,0.9271477069840001
STAG1,3.35895882583,0.9294567381209999
GRM3,0.0285691521968,1.23075537076
SPECC1,2.7591558338,0.939150948668
NBN,4.79908730607,1.23605686095
NFIB,0.263034405834,0.9252356349590001
USP44,0.0,0.932724158747
SLC34A2,0.0703893278914,0.932231454953
ARID1A,4.305970520980001,0.936612762952
COX6C,8.70154905694,1.23605686095
EP300,4.20084957464,0.933672956289
SUZ12,4.412781525340001,0.939150948668
TPM3,9.38452475392,1.2286812360100001
ID3,8.31192991743,0.936612762952
FOXL2,1.6040713236700002,0.9294567381209999
BIRC3,2.94298359819,1.24260106482
LATS1,2.80322703643,0.9320139625570001
HMGA2,1.9221978484,0.9287649282070001
ZNRF3,4.17472598771,0.933672956289
MDM2,5.77531397525,1.2381659383799999
DDX5,8.50314993743,0.939150948668
ASXL2,3.2539892662299996,0.922530109709
EIF1AX,6.67058544026,0.942838301556
ELF4,4.5734957155,1.24936694026
STK11,5.7325405613100004,1.2706689573899999
MYC,7.34934758352,1.23605686095
PBRM1,4.2816982501,0.9294567381209999
NCKIPSD,4.138323004059999,0.9325570471410001
PAX7,0.0,0.936612762952
BAZ1A,5.07638806851,1.50169027068
HOXD13,0.0285691521968,0.915278187628
CLIP1,4.22032995488,0.932724158747
BCL7A,3.47378691161,0.932724158747
STAT6,6.87073459397,0.9287649282070001
CHCHD7,5.589763486980001,1.23605686095
RGS7,0.0143552929771,1.18397085729
SKI,4.01346225981,0.956302982931
JAK3,0.0840642647885,0.936362554737
MDS2,0.111031312389,0.936612762952
ACKR3,0.0565835283664,0.9172795135690001
RUNX1T1,0.0,1.23605686095
SEPT6,1.2630344058299998,1.24936694026
CDKN1B,3.8738131983599997,0.9287649282070001
CNBP,8.109465038169999,0.9294567381209999
ATRX,3.9845893503600003,0.942838301556
ELL,2.8217102150300004,0.936362554737
CLTCL1,0.250961573533,0.933672956289
FLT3,0.042644337408499995,1.47297008942
FBXW7,3.4475791965499996,0.932231454953
FGFR2,5.29278174923,0.945298544101
LARP4B,5.01747656302,0.929286719252
FAT3,0.0,1.24260106482
HLF,0.0143552929771,0.939150948668
VTI1A,4.1366835776999995,0.929286719252
PAX3,0.0,0.9172795135690001
FAM47C,0.0,0.942838301556
SDHAF2,4.84849775539,0.942186424576
ZNF479,0.0,1.23075537076
MLH1,4.467931546030001,0.9325570471410001
MYOD1,0.0,0.942186424576
XPA,3.90110824301,0.933643891563
HOXD11,0.0565835283664,0.915278187628
PRRX1,0.0976107966264,1.18397085729
DNMT3A,4.30378074818,0.922530109709
STIL,3.12267271882,0.936612762952
SH2B3,1.04264433741,0.932724158747
TCF3,7.12350066435,1.2706689573899999
KIF5B,5.374343989040001,0.929286719252
KRAS,2.98185265329,0.9287649282070001
CD79A,0.263034405834,0.936362554737
KIT,0.0143552929771,0.932231454953
ZNF331,0.163498732283,0.936362554737
TLX1,0.111031312389,0.929286719252
ASPSCR1,4.98959318494,0.939150948668
TRRAP,4.18030701997,1.23075537076
DROSHA,5.09887428674,0.9271477069840001
HOXA9,2.27202318906,1.23075537076
WWTR1,3.87282875953,0.9294567381209999
ERCC5,5.85798099513,1.48295242467
TFG,5.94298359819,0.9294567381209999
BAP1,4.64038956005,0.9294567381209999
MAPK1,5.01836711554,0.933672956289
CEBPA,0.659924558402,0.936362554737
FOXP1,2.63459326845,0.9294567381209999
MITF,0.0840642647885,0.9294567381209999
MUC4,0.2750070475,0.9294567381209999
PCSK7,6.3023190509500004,1.23471877909
OMD,0.0143552929771,0.933643891563
FCRL4,0.0,1.18397085729
POLD1,4.95605665241,0.936362554737
NF2,3.7048719644599997,0.933672956289
EZR,7.057775166910001,0.9320139625570001
TOP1,6.081083928689999,0.9398425043459999
SMAD3,4.913128767819999,1.8830309763599997
FLNA,7.797596684169999,1.24936694026
COL3A1,0.23878685958700002,0.9172795135690001
CTNNA2,0.6959938131100001,0.922530109709
CDC73,4.412781525340001,1.18397085729
NFKBIE,1.9107326619,0.9320139625570001
ETV5,3.17951105027,0.9294567381209999
MNX1,3.3909427728,1.27914686525
FANCA,4.49313492231,0.922354382526
RB1,4.303050084680001,1.48295242467
AR,0.0143552929771,0.942838301556
PTPRD,0.0,0.9252356349590001
BCL2L12,5.28021399581,0.936362554737
MYCN,0.0,0.922530109709
NBEA,0.042644337408499995,1.47297008942
LATS2,1.6599245584,1.47297008942
APOBEC3B,4.18982455888,0.933672956289
ARHGEF12,4.99864683901,1.23471877909
CARD11,4.4776773275699995,0.959145852688
LMO2,0.250961573533,0.942186424576
ATR,4.56071495447,0.9294567381209999
CDKN2C,1.82374936031,0.936612762952
LIFR,0.12432813500199999,0.9271477069840001
PTPRT,0.0,0.9398425043459999
DAXX,5.897240425569999,0.9320139625570001
TBL1XR1,4.32409051604,0.9294567381209999
MLLT11,1.05658352837,1.2286812360100001
PMS2,2.90881290774,0.959145852688
ERBB3,6.404630684219999,0.9287649282070001
LCK,4.25171909261,0.936612762952
CSF3R,0.0565835283664,0.936612762952
HOXC11,3.5298209465300006,0.9287649282070001
FANCE,1.9030382701099997,0.9320139625570001
